
---------- Begin Simulation Statistics ----------
simSeconds                                   2.334053                       # Number of seconds simulated (Second)
simTicks                                 2334052500562                       # Number of ticks simulated (Tick)
finalTick                                2334052500562                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1128.57                       # Real time elapsed on the host (Second)
hostTickRate                               2068154224                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8680752                       # Number of bytes of host memory used (Byte)
simInsts                                    196717243                       # Number of instructions simulated (Count)
simOps                                      349351720                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   174307                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     309553                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                         13333                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        175058315                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.889898                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.123724                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       499491729                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                  1415245                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      455479388                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 743756                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            151555222                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         216312050                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved              374260                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           174724336                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.606846                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.743590                       # Number of insts issued each cycle (Count)
system.cpu.rename.skidInsts                  53814005                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                        630926447                       # The number of ROB reads (Count)
system.cpu.rob.writes                      1021582736                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                196717243                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                  349351720                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                  8891                       # Number of system calls (Count)
system.mem_ctrl.avgPriority_writebacks::samples   2048429.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.avgPriority_cpu.inst::samples   2651533.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.avgPriority_cpu.data::samples   6100139.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.avgPriority_cpu.l1d.prefetcher::samples   1047609.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.priorityMinLatency       0.000000018750                       # per QoS priority minimum request to response latency (Second)
system.mem_ctrl.priorityMaxLatency       0.012723113998                       # per QoS priority maximum request to response latency (Second)
system.mem_ctrl.numReadWriteTurnArounds        114751                       # Number of turnarounds from READ to WRITE (Count)
system.mem_ctrl.numWriteReadTurnArounds        114751                       # Number of turnarounds from WRITE to READ (Count)
system.mem_ctrl.numStayReadState             22446533                       # Number of times bus staying in READ state (Count)
system.mem_ctrl.numStayWriteState             1937670                       # Number of times bus staying in WRITE state (Count)
system.mem_ctrl.readReqs                     10591505                       # Number of read requests accepted (Count)
system.mem_ctrl.writeReqs                     2377251                       # Number of write requests accepted (Count)
system.mem_ctrl.readBursts                   10591505                       # Number of controller read bursts, including those serviced by the write queue (Count)
system.mem_ctrl.writeBursts                   2377251                       # Number of controller write bursts, including those merged in the write queue (Count)
system.mem_ctrl.servicedByWrQ                  792224                       # Number of controller read bursts serviced by the write queue (Count)
system.mem_ctrl.mergedWrBursts                 328822                       # Number of controller write bursts merged with an existing one (Count)
system.mem_ctrl.neitherReadNorWriteReqs             0                       # Number of requests that are neither read nor write (Count)
system.mem_ctrl.avgRdQLen                        1.21                       # Average read queue length when enqueuing ((Count/Tick))
system.mem_ctrl.avgWrQLen                       24.73                       # Average write queue length when enqueuing ((Count/Tick))
system.mem_ctrl.numRdRetry                          0                       # Number of times read queue was full causing retry (Count)
system.mem_ctrl.numWrRetry                          0                       # Number of times write queue was full causing retry (Count)
system.mem_ctrl.readPktSize::0                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::1                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::2                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::3                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::4                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::5                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::6               10591505                       # Read request sizes (log2) (Count)
system.mem_ctrl.writePktSize::0                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::1                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::2                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::3                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::4                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::5                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::6               2377251                       # Write request sizes (log2) (Count)
system.mem_ctrl.rdQLenPdf::0                  7546836                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::1                  1792775                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::2                   365982                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::3                    68958                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::4                    14630                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::5                     6555                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::6                     2580                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::7                      866                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::8                       98                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::9                        1                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::10                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::11                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::12                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::13                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::14                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::15                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::16                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::17                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::18                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::19                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::20                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::21                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::22                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::23                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::24                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::25                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::26                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::27                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::28                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::29                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::30                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::31                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::0                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::1                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::2                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::3                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::4                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::5                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::6                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::7                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::8                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::9                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::10                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::11                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::12                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::13                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::14                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::15                   98583                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::16                  107502                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::17                  115317                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::18                  115991                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::19                  115724                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::20                  115220                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::21                  115098                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::22                  115142                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::23                  114960                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::24                  114943                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::25                  115008                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::26                  114833                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::27                  114844                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::28                  114822                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::29                  114806                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::30                  114804                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::31                  114796                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::32                  114785                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::33                     921                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::34                     261                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::35                      53                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::36                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::37                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::38                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::39                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::40                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::41                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::42                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::43                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::44                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::45                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::46                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::47                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::48                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::49                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::50                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::51                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::52                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::53                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::54                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::55                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::56                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::57                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::58                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::59                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::60                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::61                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::62                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::63                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.rdPerTurnAround::samples       114751                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::mean       85.395195                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::gmean      55.256618                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::stdev     285.049953                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::0-511         114219     99.54%     99.54% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::512-1023           53      0.05%     99.58% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::1024-1535           22      0.02%     99.60% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::1536-2047           25      0.02%     99.62% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::2048-2559           36      0.03%     99.65% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::2560-3071           34      0.03%     99.68% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::3072-3583           50      0.04%     99.73% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::3584-4095           65      0.06%     99.78% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::4096-4607           67      0.06%     99.84% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::4608-5119           58      0.05%     99.89% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::5120-5631           39      0.03%     99.93% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::5632-6143           31      0.03%     99.95% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::6144-6655           29      0.03%     99.98% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::6656-7167           13      0.01%     99.99% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::7168-7679            5      0.00%    100.00% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::7680-8191            3      0.00%    100.00% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::8192-8703            1      0.00%    100.00% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::9216-9727            1      0.00%    100.00% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::total         114751                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.wrPerTurnAround::samples       114751                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::mean       17.850886                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::gmean      17.837345                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::stdev       0.682246                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::16             10075      8.78%      8.78% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::17              5797      5.05%     13.83% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::18             90407     78.79%     92.62% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::19              8221      7.16%     99.78% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::20               171      0.15%     99.93% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::21                52      0.05%     99.98% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::22                23      0.02%    100.00% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::23                 5      0.00%    100.00% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::total         114751                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.bytesReadWrQ                 50702336                       # Total number of bytes read from write queue (Byte)
system.mem_ctrl.bytesReadSys                677856320                       # Total read bytes from the system interface side (Byte)
system.mem_ctrl.bytesWrittenSys             152144064                       # Total written bytes from the system interface side (Byte)
system.mem_ctrl.avgRdBWSys               290420339.66107607                       # Average system read bandwidth in Byte/s ((Byte/Second))
system.mem_ctrl.avgWrBWSys               65184508.04485602                       # Average system write bandwidth in Byte/s ((Byte/Second))
system.mem_ctrl.totGap                   2334052487229                       # Total gap between requests (Tick)
system.mem_ctrl.avgGap                      179975.05                       # Average gap between requests ((Tick/Count))
system.mem_ctrl.requestorReadBytes::cpu.inst    169698112                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorReadBytes::cpu.data    390408896                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorReadBytes::cpu.l1d.prefetcher     67046976                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorWriteBytes::writebacks    131098048                       # Per-requestor bytes write to memory (Byte)
system.mem_ctrl.requestorReadRate::cpu.inst 72705353.439624682069                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorReadRate::cpu.data 167266544.306949466467                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorReadRate::cpu.l1d.prefetcher 28725564.649405371398                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorWriteRate::writebacks 56167566.054505556822                       # Per-requestor bytes write to memory rate ((Byte/Second))
system.mem_ctrl.requestorReadAccesses::cpu.inst      2651534                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorReadAccesses::cpu.data      6870807                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorReadAccesses::cpu.l1d.prefetcher      1069164                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorWriteAccesses::writebacks      2377251                       # Per-requestor write serviced memory accesses (Count)
system.mem_ctrl.requestorReadTotalLat::cpu.inst  78989961374                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorReadTotalLat::cpu.data 219549737731                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorReadTotalLat::cpu.l1d.prefetcher  30244422870                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorWriteTotalLat::writebacks 55948491112964                       # Per-requestor write total memory access latency (Tick)
system.mem_ctrl.requestorReadAvgLat::cpu.inst     29790.29                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorReadAvgLat::cpu.data     31954.00                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorReadAvgLat::cpu.l1d.prefetcher     28287.92                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorWriteAvgLat::writebacks  23534953.24                       # Per-requestor write average memory access latency ((Tick/Count))
system.mem_ctrl.dram.bytesRead::cpu.inst    169698112                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::cpu.data    439731648                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::cpu.l1d.prefetcher     68426496                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::total       677856256                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesInstRead::cpu.inst    169698112                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesInstRead::total    169698112                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesWritten::writebacks    152144064                       # Number of bytes written to this memory (Byte)
system.mem_ctrl.dram.bytesWritten::total    152144064                       # Number of bytes written to this memory (Byte)
system.mem_ctrl.dram.numReads::cpu.inst       2651533                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::cpu.data       6870807                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::cpu.l1d.prefetcher      1069164                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::total         10591504                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numWrites::writebacks      2377251                       # Number of write requests responded to by this memory (Count)
system.mem_ctrl.dram.numWrites::total         2377251                       # Number of write requests responded to by this memory (Count)
system.mem_ctrl.dram.bwRead::cpu.inst        72705353                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::cpu.data       188398353                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::cpu.l1d.prefetcher     29316605                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::total          290420312                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwInstRead::cpu.inst     72705353                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwInstRead::total       72705353                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwWrite::writebacks     65184508                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwWrite::total          65184508                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::writebacks     65184508                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.inst       72705353                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.data      188398353                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.l1d.prefetcher     29316605                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::total         355604820                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.readBursts               9799281                       # Number of DRAM read bursts (Count)
system.mem_ctrl.dram.writeBursts              2048407                       # Number of DRAM write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::0        492849                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::1        890120                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::2        774258                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::3       1432352                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::4        710091                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::5        606457                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::6        289013                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::7        532497                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::8       1150856                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::9        350280                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::10       558186                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::11       322039                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::12       313885                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::13       297566                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::14       470170                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::15       608662                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::0        105864                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::1         75943                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::2         62486                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::3         62496                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::4         62236                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::5        149525                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::6         76733                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::7        100648                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::8        669734                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::9         78332                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::10        75084                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::11        73767                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::12        73918                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::13        73179                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::14       131346                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::15       177116                       # Per bank write bursts (Count)
system.mem_ctrl.dram.totQLat             145047603225                       # Total ticks spent queuing (Tick)
system.mem_ctrl.dram.totBusLat            48996405000                       # Total ticks spent in databus transfers (Tick)
system.mem_ctrl.dram.totMemAccLat        328784121975                       # Total ticks spent from burst creation until serviced by the DRAM (Tick)
system.mem_ctrl.dram.avgQLat                 14801.86                       # Average queueing delay per DRAM burst ((Tick/Count))
system.mem_ctrl.dram.avgBusLat                5000.00                       # Average bus latency per DRAM burst ((Tick/Count))
system.mem_ctrl.dram.avgMemAccLat            33551.86                       # Average memory access latency per DRAM burst ((Tick/Count))
system.mem_ctrl.dram.readRowHits              5419550                       # Number of row buffer hits during reads (Count)
system.mem_ctrl.dram.writeRowHits             1294408                       # Number of row buffer hits during writes (Count)
system.mem_ctrl.dram.readRowHitRate             55.31                       # Row buffer hit rate for reads (Ratio)
system.mem_ctrl.dram.writeRowHitRate            63.19                       # Row buffer hit rate for writes (Ratio)
system.mem_ctrl.dram.bytesPerActivate::samples      5133719                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::mean   147.700089                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::gmean   104.403555                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::stdev   175.583292                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::0-127      3071102     59.82%     59.82% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::128-255      1302077     25.36%     85.19% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::256-383       315969      6.15%     91.34% # Bytes accessed per row activation (Byte)
